id,list
0,"['www.icourse163.org/course/BUPT-1002543002', 'www.icourse163.org/course/HEBTU-126003', 'www.icourse163.org/course/SEU-204001', 'www.icourse163.org/course/NJUPT-1002185004']"
3,"['www.icourse163.org/course/NJTU-1001950001', 'www.icourse163.org/course/XIDIAN-483006', 'www.icourse163.org/course/ZJU-93001', 'www.icourse163.org/course/XIDIAN-1002199009', 'www.icourse163.org/course/HIT-309001', 'www.icourse163.org/course/ZZU-1001796025', 'www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/HIT-1002531008', 'www.icourse163.org/course/HUST-1001909001', 'www.icourse163.org/course/PKU-1002029030', 'www.icourse163.org/course/HIT-1001527001', 'www.icourse163.org/course/HIT-154005', 'www.icourse163.org/course/SICNU-1002031014', 'www.icourse163.org/course/ZJU-1001541001', 'www.icourse163.org/course/ZJU-1001542001', 'www.icourse163.org/course/PKU-1001894005', 'www.icourse163.org/course/PKU-1001553023', 'www.icourse163.org/course/ZJU-200001', 'www.icourse163.org/course/ZJU-199001', 'www.icourse163.org/course/WHU-29001', 'www.icourse163.org/course/viontech-1003051007', 'www.icourse163.org/course/BUPT-1003557006']"
9,"['www.icourse163.org/course/NWPU-1002989009', 'www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/XIDIAN-483006', 'www.icourse163.org/course/BUPT-1003556005', 'www.icourse163.org/course/SEU-1207106801', 'www.icourse163.org/course/NJUPT-1206367801', 'www.icourse163.org/course/NJTU-1002080018', 'www.icourse163.org/course/JLU-1002056024', 'www.icourse163.org/course/BISTU-1206419812', 'www.icourse163.org/course/AYIT-1001794001', 'www.icourse163.org/course/ZJU-9001', 'www.icourse163.org/course/XJTU-46018', 'www.icourse163.org/course/NEU-1002248010', 'www.icourse163.org/course/XJTU-1001756006', 'www.icourse163.org/course/XMU-1003699004', 'www.icourse163.org/course/HUST-1001531001', 'www.icourse163.org/course/HIT-254001', 'www.icourse163.org/course/NUDT-206001', 'www.icourse163.org/course/SCUT-1002700002', 'www.icourse163.org/course/ZZTI-1001794014', 'www.icourse163.org/course/CUIT-1002260004', 'www.icourse163.org/course/NEU-1001774015', 'www.icourse163.org/course/ZJU-199001', 'www.icourse163.org/course/BIT-20019', 'www.icourse163.org/course/TONGJI-53004', 'www.icourse163.org/course/NEU-1001639002', 'www.icourse163.org/course/XJTU-1001744016', 'www.icourse163.org/course/NEU-1002083024', 'www.icourse163.org/course/NUDT-17004']"
2,"['www.icourse163.org/course/LZU-1002478005', 'www.icourse163.org/course/ZJICM-1206015810', 'www.icourse163.org/course/JXNU-1002860006', 'www.icourse163.org/course/HIT-1002545001', 'www.icourse163.org/course/FZU-1002749016', 'www.icourse163.org/course/NBCC-1001711003', 'www.icourse163.org/course/PKU-1003761005', 'www.icourse163.org/course/XZYEDU-1003003005', 'www.icourse163.org/course/NJU-1002872001', 'www.icourse163.org/course/SCU-20012', 'www.icourse163.org/course/WHU-1001717003']"
1,"['www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/SEU-1001754347', 'www.icourse163.org/course/UESTC-236010']"
6,"['www.icourse163.org/course/SEU-1001754347', 'www.icourse163.org/course/NJU-1002331010', 'www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/BUPT-1003556005', 'www.icourse163.org/course/XIDIAN-483006', 'www.icourse163.org/course/NWPU-1002989009', 'www.icourse163.org/course/NJTU-1002105006', 'www.icourse163.org/course/SEU-204001', 'www.icourse163.org/course/NUDT-206001']"
7,"['www.icourse163.org/course/TJDZXX-1205970801', 'www.icourse163.org/course/WXIT-1206681806', 'www.icourse163.org/course/MYZYJS-1207167809', 'www.icourse163.org/course/PKU-1001663016', 'www.icourse163.org/course/HHU-1206796809', 'www.icourse163.org/course/DKY-1003779004', 'www.icourse163.org/course/RUC-488001', 'www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/NWPU-1002989009', 'www.icourse163.org/course/SEU-204001', 'www.icourse163.org/course/HNRPC-1002601032', 'www.icourse163.org/course/HIT-69005']"
8,"['www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/HRBEU-1205914803', 'www.icourse163.org/course/BIT-268001', 'www.icourse163.org/course/CUIT-1002260004', 'www.icourse163.org/course/NEU-1001640001', 'www.icourse163.org/course/XIDIAN-1001775006', 'www.icourse163.org/course/ZNUEDU-1001756012', 'www.icourse163.org/course/HRBEU-1002013001', 'www.icourse163.org/course/PKU-1002536002', 'www.icourse163.org/course/CCNU-1002082010', 'www.icourse163.org/course/NJTU-1001950001', 'www.icourse163.org/course/NJCIT-1001753055', 'www.icourse163.org/course/HEPSVE-343001', 'www.icourse163.org/course/JXNU-1002860006', 'www.icourse163.org/course/SDU-1002626003', 'www.icourse163.org/course/TONGJI-1002989013', 'www.icourse163.org/course/ZJU-1001615010', 'www.icourse163.org/course/CSU-1002475002', 'www.icourse163.org/course/NUDT-1001615004', 'www.icourse163.org/course/HIT-153003', 'www.icourse163.org/course/HEPSVE-444014', 'www.icourse163.org/course/PKU-1001553023', 'www.icourse163.org/course/ZJU-20001', 'www.icourse163.org/course/icourse-1001962014', 'www.icourse163.org/course/PKU-1001894005', 'www.icourse163.org/course/ZJU-1001614007']"
4,"['www.icourse163.org/course/HIT-431001', 'www.icourse163.org/course/HIT-153001', 'www.icourse163.org/course/ZJU-1003315004', 'www.icourse163.org/course/SDU-1002599066', 'www.icourse163.org/course/HIT-289001', 'www.icourse163.org/course/BUPT-1003556005', 'www.icourse163.org/course/ZJU-1003376003', 'www.icourse163.org/course/ZJU-1003308005', 'www.icourse163.org/course/BUAA-216002', 'www.icourse163.org/course/BUAA-217001', 'www.icourse163.org/course/PKU-1002525004', 'www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/HUST-1003413008', 'www.icourse163.org/course/SEU-204001', 'www.icourse163.org/course/NUDT-42002', 'www.icourse163.org/course/NUDT-9004', 'www.icourse163.org/course/NUDT-1002010027', 'www.icourse163.org/course/XIDIAN-1002199010', 'www.icourse163.org/course/XIDIAN-1001638014', 'www.icourse163.org/course/ZJU-1205718806', 'www.icourse163.org/course/NUDT-35001', 'www.icourse163.org/course/NUDT-42001', 'www.icourse163.org/course/NUDT-42003', 'www.icourse163.org/course/BUAA-1001606002', 'www.icourse163.org/course/cumcm-1001674011', 'www.icourse163.org/course/XIDIAN-1002200002', 'www.icourse163.org/course/HIT-1003359013', 'www.icourse163.org/course/UESTC-1002525007', 'www.icourse163.org/course/XIDIAN-1002248013', 'www.icourse163.org/course/UESTC-236010', 'www.icourse163.org/course/XIDIAN-1002199008', 'www.icourse163.org/course/NWPU-1001966032']"
5,"['www.icourse163.org/course/SGMART-1207116804', 'www.icourse163.org/course/HUST-1003405007', 'www.icourse163.org/course/HIT-309001', 'www.icourse163.org/course/HIT-154005', 'www.icourse163.org/course/HUST-481015', 'www.icourse163.org/course/ZJU-93001', 'www.icourse163.org/course/BUPT-1003556005', 'www.icourse163.org/course/NJU-1001752349', 'www.icourse163.org/course/SDU-97001', 'www.icourse163.org/course/icourse-1002894006', 'www.icourse163.org/course/UESTC-1002327010', 'www.icourse163.org/course/BUPT-1003557006', 'www.icourse163.org/course/HUST-1001738013', 'www.icourse163.org/course/CSU-1002475002', 'www.icourse163.org/course/NJTU-359003', 'www.icourse163.org/course/FUDAN-1003164004', 'www.icourse163.org/course/ZJU-9001', 'www.icourse163.org/course/PKU-1001663016', 'www.icourse163.org/course/CCNU-1002124005', 'www.icourse163.org/course/WSPC-1002698010', 'www.icourse163.org/course/WHUT-1002552002', 'www.icourse163.org/course/XMU-1001766012', 'www.icourse163.org/course/UESTC-234015', 'www.icourse163.org/course/XJTU-1002736005', 'www.icourse163.org/course/PKU-1002580006', 'www.icourse163.org/course/PKU-1002618003', 'www.icourse163.org/course/JSIT-1001752034', 'www.icourse163.org/course/HUST-1001943003', 'www.icourse163.org/course/HUST-1001909001', 'www.icourse163.org/course/ZJU-200001']"
